N.º,Fecha Tiempo. GMT-03:00,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de Ráfagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Dirección del viento. ø (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
10411,06/07/22 13:23:59,21.636,37.26,50.5
10412,06/07/22 13:28:59,24.048,36.072,221.8
10413,06/07/22 13:33:59,19.224,34.848,308.9
10414,06/07/22 13:38:59,26.46,43.272,19.7
10415,06/07/22 13:43:59,31.248,52.884,336.9
10416,06/07/22 13:48:59,32.472,54.108,181.1
10417,06/07/22 13:53:59,40.86,54.108,43.5
10418,06/07/22 13:58:59,40.86,55.296,190.9
10419,06/07/22 14:03:59,36.072,52.884,348.2
10420,06/07/22 14:08:59,38.484,52.884,1.4
10421,06/07/22 14:13:59,40.86,68.544,168.5
10422,06/07/22 14:18:59,42.084,55.296,355.2
10423,06/07/22 14:23:59,45.684,60.12,178.3
10424,06/07/22 14:28:59,40.86,55.296,165.7
10425,06/07/22 14:33:59,40.86,61.308,108.1
10426,06/07/22 14:38:59,43.272,57.708,162.9
10427,06/07/22 14:43:59,43.272,52.884,151.6
10428,06/07/22 14:48:59,38.484,52.884,136.2
10429,06/07/22 14:53:59,38.484,55.296,150.2
10430,06/07/22 14:58:59,40.86,55.296,157.2
10431,06/07/22 15:03:59,38.484,51.696,150.2
10432,06/07/22 15:08:59,42.084,57.708,155.8
10433,06/07/22 15:13:59,44.496,57.708,147.4
10434,06/07/22 15:18:59,39.672,52.884,112.3
10435,06/07/22 15:23:59,38.484,50.508,153
10436,06/07/22 15:28:59,39.672,50.508,160
10437,06/07/22 15:33:59,43.272,58.896,155.8
10438,06/07/22 15:38:59,39.672,50.508,157.2
10439,06/07/22 15:43:59,42.084,56.52,124.9
10440,06/07/22 15:48:59,40.86,51.696,140.4
10441,06/07/22 15:53:59,40.86,55.296,137.6
10442,06/07/22 15:58:59,40.86,51.696,150.2
10443,06/07/22 16:03:59,44.496,54.108,151.6
10444,06/07/22 16:08:59,40.86,54.108,165.7
10445,06/07/22 16:13:59,40.86,62.532,148.8
10446,06/07/22 16:18:59,42.084,50.508,151.6
10447,06/07/22 16:23:59,37.26,55.296,150.2
10448,06/07/22 16:28:59,39.672,56.52,154.4
10449,06/07/22 16:33:59,37.26,52.884,153
10450,06/07/22 16:38:59,42.084,58.896,155.8
10451,06/07/22 16:43:59,39.672,54.108,155.8
10452,06/07/22 16:48:59,38.484,51.696,134.8
10453,06/07/22 16:53:59,39.672,55.296,115.1
10454,06/07/22 16:58:59,40.86,54.108,137.6
10455,06/07/22 17:03:59,39.672,54.108,150.2
10456,06/07/22 17:08:59,38.484,51.696,153
10457,06/07/22 17:13:59,38.484,50.508,137.6
10458,06/07/22 17:18:59,38.484,49.284,151.6
10459,06/07/22 17:23:59,42.084,55.296,161.5
10460,06/07/22 17:28:59,37.26,51.696,144.6
10461,06/07/22 17:33:59,42.084,56.52,147.4
10462,06/07/22 17:38:59,42.084,58.896,154.4
10463,06/07/22 17:43:59,42.084,57.708,161.5
10464,06/07/22 17:48:59,40.86,57.708,151.6
10465,06/07/22 17:53:59,36.072,45.684,146
10466,06/07/22 17:58:59,36.072,50.508,153
10467,06/07/22 18:03:59,37.26,46.872,99.7
10468,06/07/22 18:08:59,39.672,49.284,68.8
10469,06/07/22 18:13:59,39.672,52.884,129.2
10470,06/07/22 18:18:59,37.26,50.508,157.2
10471,06/07/22 18:23:59,38.484,50.508,139
10472,06/07/22 18:28:59,36.072,46.872,150.2
10473,06/07/22 18:33:59,36.072,46.872,158.6
10474,06/07/22 18:38:59,38.484,54.108,161.5
10475,06/07/22 18:43:59,39.672,50.508,161.5
10476,06/07/22 18:48:59,39.672,52.884,161.5
10477,06/07/22 18:53:59,34.848,48.096,161.5
10478,06/07/22 18:58:59,34.848,46.872,161.5
10479,06/07/22 19:03:59,34.848,42.084,160
10480,06/07/22 19:08:59,36.072,46.872,157.2
10481,06/07/22 19:13:59,36.072,44.496,160
10482,06/07/22 19:18:59,33.66,42.084,164.3
10483,06/07/22 19:23:59,31.248,44.496,271
10484,06/07/22 19:28:59,28.872,37.26,282.2
10485,06/07/22 19:33:59,28.872,38.484,283.6
10486,06/07/22 19:38:59,30.06,37.26,283.6
10487,06/07/22 19:43:59,32.472,40.86,287.8
10488,06/07/22 19:48:59,31.248,37.26,297.6
10489,06/07/22 19:53:59,30.06,36.072,285
10490,06/07/22 19:58:59,27.648,37.26,293.4
10491,06/07/22 20:03:59,32.472,39.672,254.1
10492,06/07/22 20:08:59,30.06,37.26,169.9
10493,06/07/22 20:13:59,32.472,40.86,175.5
10494,06/07/22 20:18:59,31.248,39.672,162.9
10495,06/07/22 20:23:59,31.248,40.86,168.5
10496,06/07/22 20:28:59,32.472,39.672,176.9
10497,06/07/22 20:33:59,37.26,44.496,157.2
10498,06/07/22 20:38:59,37.26,48.096,341.2
10499,06/07/22 20:43:59,39.672,50.508,44.9
10500,06/07/22 20:48:59,39.672,48.096,328.5
10501,06/07/22 20:53:59,37.26,48.096,171.3
10502,06/07/22 20:58:59,36.072,44.496,168.5
10503,06/07/22 21:03:59,36.072,46.872,158.6
10504,06/07/22 21:08:59,34.848,40.86,167.1
10505,06/07/22 21:13:59,37.26,43.272,158.6
10506,06/07/22 21:18:59,37.26,48.096,167.1
10507,06/07/22 21:23:59,37.26,43.272,160
10508,06/07/22 21:28:59,36.072,42.084,178.3
10509,06/07/22 21:33:59,33.66,42.084,213.4
10510,06/07/22 21:38:59,32.472,39.672,355.2
10511,06/07/22 21:43:59,31.248,39.672,5.6
10512,06/07/22 21:48:59,33.66,38.484,9.8
10513,06/07/22 21:53:59,31.248,36.072,28.1
10514,06/07/22 21:58:59,31.248,38.484,355.2
10515,06/07/22 22:03:59,32.472,39.672,37.9
10516,06/07/22 22:08:59,32.472,38.484,8.4
10517,06/07/22 22:13:59,32.472,37.26,352.4
10518,06/07/22 22:18:59,30.06,36.072,351
10519,06/07/22 22:23:59,32.472,40.86,2.8
10520,06/07/22 22:28:59,28.872,36.072,344
10521,06/07/22 22:33:59,31.248,34.848,349.6
10522,06/07/22 22:38:59,30.06,36.072,355.2
10523,06/07/22 22:43:59,31.248,39.672,21.1
10524,06/07/22 22:48:59,30.06,38.484,353.8
10525,06/07/22 22:53:59,27.648,36.072,332.7
10526,06/07/22 22:58:59,24.048,30.06,349.6
10527,06/07/22 23:03:59,22.86,27.648,348.2
10528,06/07/22 23:08:59,21.636,25.236,329.9
10529,06/07/22 23:13:59,24.048,27.648,296.2
10530,06/07/22 23:18:59,22.86,30.06,304.7
10531,06/07/22 23:23:59,27.648,34.848,181.1
10532,06/07/22 23:28:59,26.46,31.248,176.9
10533,06/07/22 23:33:59,24.048,28.872,322.9
10534,06/07/22 23:38:59,22.86,28.872,339.7
10535,06/07/22 23:43:59,22.86,27.648,352.4
10536,06/07/22 23:48:59,21.636,28.872,322.9
10537,06/07/22 23:53:59,21.636,30.06,348.2
10538,06/07/22 23:58:59,21.636,33.66,351
10539,07/07/22 00:03:59,20.448,30.06,335.5
10540,07/07/22 00:08:59,21.636,27.648,342.6
10541,07/07/22 00:13:59,20.448,25.236,332.7
10542,07/07/22 00:18:59,19.224,21.636,341.2
10543,07/07/22 00:23:59,19.224,22.86,314.5
10544,07/07/22 00:28:59,21.636,28.872,318.7
10545,07/07/22 00:33:59,20.448,25.236,315.9
10546,07/07/22 00:38:59,21.636,31.248,346.8
10547,07/07/22 00:43:59,25.236,34.848,240.1
10548,07/07/22 00:48:59,24.048,27.648,329.9
10549,07/07/22 00:53:59,25.236,33.66,238.7
10550,07/07/22 00:58:59,24.048,30.06,335.5
10551,07/07/22 01:03:59,22.86,28.872,278
10552,07/07/22 01:08:59,30.06,37.26,16.8
10553,07/07/22 01:13:59,28.872,34.848,14
10554,07/07/22 01:18:59,30.06,42.084,21.1
10555,07/07/22 01:23:59,31.248,38.484,9.8
10556,07/07/22 01:28:59,33.66,43.272,7
10557,07/07/22 01:33:59,33.66,40.86,19.7
10558,07/07/22 01:38:59,32.472,38.484,15.4
10559,07/07/22 01:43:59,33.66,43.272,19.7
10560,07/07/22 01:48:59,28.872,34.848,355.2
10561,07/07/22 01:53:59,28.872,36.072,307.5
10562,07/07/22 01:58:59,27.648,36.072,318.7
10563,07/07/22 02:03:59,25.236,33.66,299
10564,07/07/22 02:08:59,21.636,24.048,325.7
10565,07/07/22 02:13:59,24.048,34.848,286.4
10566,07/07/22 02:18:59,27.648,37.26,290.6
10567,07/07/22 02:23:59,28.872,36.072,283.6
10568,07/07/22 02:28:59,26.46,33.66,327.1
10569,07/07/22 02:33:59,25.236,30.06,290.6
10570,07/07/22 02:38:59,26.46,32.472,220.4
10571,07/07/22 02:43:59,26.46,34.848,331.3
10572,07/07/22 02:48:59,27.648,33.66,341.2
10573,07/07/22 02:53:59,24.048,28.872,355.2
10574,07/07/22 02:58:59,27.648,32.472,351
10575,07/07/22 03:03:59,26.46,32.472,9.8
10576,07/07/22 03:08:59,24.048,33.66,353.8
10577,07/07/22 03:13:59,20.448,25.236,19.7
10578,07/07/22 03:18:59,19.224,26.46,8.4
10579,07/07/22 03:23:59,21.636,28.872,7
10580,07/07/22 03:28:59,19.224,31.248,40.7
10581,07/07/22 03:33:59,13.212,32.472,59
10582,07/07/22 03:38:59,16.848,27.648,43.5
10583,07/07/22 03:43:59,12.024,22.86,29.5
10584,07/07/22 03:48:59,14.436,27.648,81.4
10585,07/07/22 03:53:59,6.012,12.024,80
10586,07/07/22 03:58:59,2.412,6.012,81.4
10587,07/07/22 04:03:59,2.412,6.012,82.8
10588,07/07/22 04:08:59,4.824,8.424,82.8
10589,07/07/22 04:13:59,6.012,9.612,84.2
10590,07/07/22 04:18:59,4.824,7.2,84.2
10591,07/07/22 04:23:59,4.824,7.2,84.2
10592,07/07/22 04:28:59,4.824,8.424,84.2
10593,07/07/22 04:33:59,3.6,7.2,85.6
10594,07/07/22 04:38:59,8.424,14.436,84.2
10595,07/07/22 04:43:59,12.024,14.436,4.2
10596,07/07/22 04:48:59,10.836,18.036,304.7
10597,07/07/22 04:53:59,14.436,18.036,304.7
10598,07/07/22 04:58:59,6.012,10.836,144.6
10599,07/07/22 05:03:59,3.6,8.424,32.3
10600,07/07/22 05:08:59,3.6,6.012,30.9
10601,07/07/22 05:13:59,2.412,6.012,33.7
10602,07/07/22 05:18:59,3.6,6.012,30.9
10603,07/07/22 05:23:59,2.412,3.6,29.5
10604,07/07/22 05:28:59,2.412,8.424,32.3
10605,07/07/22 05:33:59,7.2,9.612,46.3
10606,07/07/22 05:38:59,10.836,14.436,22.5
10607,07/07/22 05:43:59,4.824,10.836,355.2
10608,07/07/22 05:48:59,8.424,14.436,0
10609,07/07/22 05:53:59,7.2,18.036,331.3
10610,07/07/22 05:58:59,7.2,10.836,317.3
10611,07/07/22 06:03:59,8.424,12.024,315.9
10612,07/07/22 06:08:59,13.212,16.848,314.5
10613,07/07/22 06:13:59,14.436,18.036,303.2
10614,07/07/22 06:18:59,8.424,12.024,328.5
10615,07/07/22 06:23:59,4.824,8.424,329.9
10616,07/07/22 06:28:59,3.6,7.2,329.9
10617,07/07/22 06:33:59,3.6,7.2,329.9
10618,07/07/22 06:38:59,3.6,6.012,329.9
10619,07/07/22 06:43:59,3.6,7.2,328.5
10620,07/07/22 06:48:59,4.824,6.012,329.9
10621,07/07/22 06:53:59,3.6,7.2,355.2
10622,07/07/22 06:58:59,1.188,7.2,355.2
10623,07/07/22 07:03:59,6.012,8.424,355.2
10624,07/07/22 07:08:59,3.6,6.012,355.2
10625,07/07/22 07:13:59,3.6,8.424,355.2
10626,07/07/22 07:18:59,3.6,8.424,355.2
10627,07/07/22 07:23:59,1.188,4.824,355.2
10628,07/07/22 07:28:59,4.824,7.2,355.2
10629,07/07/22 07:33:59,7.2,10.836,355.2
10630,07/07/22 07:38:59,12.024,18.036,297.6
10631,07/07/22 07:43:59,8.424,14.436,339.7
10632,07/07/22 07:48:59,4.824,7.2,342.6
10633,07/07/22 07:53:59,6.012,10.836,242.9
10634,07/07/22 07:58:59,8.424,10.836,185.3
10635,07/07/22 08:03:59,4.824,9.612,161.5
10636,07/07/22 08:08:59,6.012,10.836,192.3
10637,07/07/22 08:13:59,9.612,12.024,272.4
10638,07/07/22 08:18:59,3.6,7.2,272.4
10639,07/07/22 08:23:59,2.412,3.6,271
10640,07/07/22 08:28:59,1.188,4.824,271
10641,07/07/22 08:33:59,1.188,3.6,271
10642,07/07/22 08:38:59,2.412,4.824,271
10643,07/07/22 08:43:59,3.6,7.2,271
10644,07/07/22 08:48:59,3.6,7.2,272.4
10645,07/07/22 08:53:59,4.824,10.836,271
10646,07/07/22 08:58:59,7.2,9.612,273.8
10647,07/07/22 09:03:59,7.2,8.424,276.6
10648,07/07/22 09:08:59,9.612,10.836,275.2
10649,07/07/22 09:13:59,9.612,12.024,280.8
10650,07/07/22 09:18:59,3.6,7.2,278
10651,07/07/22 09:23:59,3.6,7.2,278
10652,07/07/22 09:28:59,4.824,12.024,278
10653,07/07/22 09:33:59,8.424,12.024,265.3
10654,07/07/22 09:38:59,6.012,8.424,263.9
10655,07/07/22 09:43:59,3.6,4.824,265.3
10656,07/07/22 09:48:59,3.6,6.012,262.5
10657,07/07/22 09:53:59,2.412,4.824,262.5
10658,07/07/22 09:58:59,2.412,4.824,262.5
10659,07/07/22 10:03:59,2.412,4.824,262.5
10660,07/07/22 10:08:59,3.6,7.2,262.5
10661,07/07/22 10:13:59,6.012,7.2,262.5
10662,07/07/22 10:18:59,3.6,6.012,262.5
10663,07/07/22 10:23:59,3.6,4.824,262.5
10664,07/07/22 10:28:59,3.6,6.012,262.5
10665,07/07/22 10:33:59,6.012,9.612,262.5
10666,07/07/22 10:38:59,4.824,9.612,261.1
10667,07/07/22 10:43:59,3.6,7.2,261.1
10668,07/07/22 10:48:59,7.2,9.612,261.1
10669,07/07/22 10:53:59,7.2,10.836,252.7
10670,07/07/22 10:58:59,6.012,9.612,249.9
10671,07/07/22 11:03:59,2.412,6.012,249.9
10672,07/07/22 11:08:59,3.6,8.424,249.9
10673,07/07/22 11:13:59,4.824,8.424,249.9
10674,07/07/22 11:18:59,3.6,7.2,249.9
10675,07/07/22 11:23:59,4.824,7.2,249.9
10676,07/07/22 11:28:59,3.6,7.2,249.9
10677,07/07/22 11:33:59,7.2,9.612,249.9
10678,07/07/22 11:38:59,6.012,12.024,242.9
10679,07/07/22 11:43:59,8.424,12.024,224.6
10680,07/07/22 11:48:59,7.2,14.436,212
10681,07/07/22 11:53:59,4.824,13.212,210.6
10682,07/07/22 11:58:59,4.824,8.424,210.6
10683,07/07/22 12:03:59,6.012,9.612,210.6
10684,07/07/22 12:08:59,4.824,12.024,210.6
10685,07/07/22 12:13:59,6.012,10.836,212
10686,07/07/22 12:18:59,3.6,7.2,212
10687,07/07/22 12:23:59,6.012,12.024,210.6
10688,07/07/22 12:28:59,7.2,13.212,198
10689,07/07/22 12:33:59,6.012,12.024,185.3
10690,07/07/22 12:38:59,7.2,14.436,182.5
10691,07/07/22 12:43:59,6.012,13.212,181.1
10692,07/07/22 12:48:59,6.012,12.024,188.1
10693,07/07/22 12:53:59,7.2,12.024,190.9
10694,07/07/22 12:58:59,6.012,12.024,189.5
10695,07/07/22 13:03:59,9.612,19.224,189.5
10696,07/07/22 13:08:59,9.612,16.848,188.1
10697,07/07/22 13:13:59,15.624,32.472,155.8
10698,07/07/22 13:18:59,30.06,39.672,262.5
10699,07/07/22 13:23:59,24.048,33.66,289.2
10700,07/07/22 13:28:59,31.248,43.272,213.4
10701,07/07/22 13:33:59,30.06,43.272,259.7
10702,07/07/22 13:38:59,31.248,44.496,265.3
10703,07/07/22 13:43:59,28.872,44.496,279.4
10704,07/07/22 13:48:59,27.648,38.484,265.3
10705,07/07/22 13:53:59,28.872,44.496,188.1
10706,07/07/22 13:58:59,27.648,42.084,261.1
10707,07/07/22 14:03:59,28.872,42.084,283.6
10708,07/07/22 14:08:59,27.648,44.496,266.7
10709,07/07/22 14:13:59,31.248,45.684,196.5
10710,07/07/22 14:18:59,27.648,39.672,273.8
10711,07/07/22 14:23:59,26.46,40.86,186.7
10712,07/07/22 14:28:59,28.872,40.86,199.4
10713,07/07/22 14:33:59,25.236,40.86,271
10714,07/07/22 14:38:59,24.048,45.684,272.4
10715,07/07/22 14:43:59,25.236,40.86,263.9
10716,07/07/22 14:48:59,21.636,30.06,307.5
10717,07/07/22 14:53:59,26.46,39.672,283.6
10718,07/07/22 14:58:59,25.236,37.26,297.6
10719,07/07/22 15:03:59,24.048,34.848,292
10720,07/07/22 15:08:59,22.86,33.66,30.9
10721,07/07/22 15:13:59,26.46,44.496,266.7
10722,07/07/22 15:18:59,22.86,30.06,282.2
10723,07/07/22 15:23:59,27.648,38.484,266.7
10724,07/07/22 15:28:59,30.06,38.484,263.9
10725,07/07/22 15:33:59,26.46,51.696,286.4
10726,07/07/22 15:38:59,27.648,42.084,278
10727,07/07/22 15:43:59,28.872,42.084,205
10728,07/07/22 15:48:59,32.472,43.272,169.9
10729,07/07/22 15:53:59,25.236,42.084,1.4
10730,07/07/22 15:58:59,27.648,43.272,49.1
10731,07/07/22 16:03:59,28.872,40.86,206.4
10732,07/07/22 16:08:59,24.048,38.484,2.8
10733,07/07/22 16:13:59,32.472,45.684,140.4
10734,07/07/22 16:18:59,38.484,48.096,271
10735,07/07/22 16:23:59,39.672,51.696,286.4
10736,07/07/22 16:28:59,40.86,51.696,276.6
10737,07/07/22 16:33:59,37.26,52.884,283.6
10738,07/07/22 16:38:59,36.072,48.096,285
10739,07/07/22 16:43:59,30.06,44.496,287.8
10740,07/07/22 16:48:59,28.872,39.672,278
10741,07/07/22 16:53:59,33.66,49.284,262.5
10742,07/07/22 16:58:59,28.872,42.084,263.9
10743,07/07/22 17:03:59,27.648,37.26,235.9
10744,07/07/22 17:08:59,24.048,31.248,282.2
10745,07/07/22 17:13:59,21.636,36.072,289.2
10746,07/07/22 17:18:59,24.048,34.848,286.4
10747,07/07/22 17:23:59,21.636,36.072,282.2
10748,07/07/22 17:28:59,21.636,28.872,320.1
10749,07/07/22 17:33:59,20.448,27.648,247.1
10750,07/07/22 17:38:59,19.224,28.872,289.2
10751,07/07/22 17:43:59,16.848,25.236,341.2
10752,07/07/22 17:48:59,16.848,24.048,297.6
10753,07/07/22 17:53:59,16.848,21.636,310.3
10754,07/07/22 17:58:59,14.436,20.448,344
10755,07/07/22 18:03:59,14.436,18.036,324.3
10756,07/07/22 18:08:59,15.624,21.636,12.6
10757,07/07/22 18:13:59,14.436,19.224,4.2
10758,07/07/22 18:18:59,16.848,22.86,314.5
10759,07/07/22 18:23:59,16.848,24.048,292
10760,07/07/22 18:28:59,24.048,32.472,289.2
10761,07/07/22 18:33:59,19.224,25.236,287.8
10762,07/07/22 18:38:59,20.448,27.648,285
10763,07/07/22 18:43:59,18.036,27.648,293.4
10764,07/07/22 18:48:59,16.848,22.86,300.4
10765,07/07/22 18:53:59,14.436,19.224,297.6
10766,07/07/22 18:58:59,16.848,21.636,304.7
10767,07/07/22 19:03:59,16.848,22.86,306.1
10768,07/07/22 19:08:59,13.212,18.036,292
10769,07/07/22 19:13:59,15.624,20.448,292
10770,07/07/22 19:18:59,15.624,19.224,286.4
10771,07/07/22 19:23:59,16.848,21.636,286.4
10772,07/07/22 19:28:59,15.624,20.448,292
10773,07/07/22 19:33:59,14.436,20.448,282.2
10774,07/07/22 19:38:59,14.436,20.448,285
10775,07/07/22 19:43:59,14.436,20.448,287.8
10776,07/07/22 19:48:59,14.436,21.636,290.6
10777,07/07/22 19:53:59,12.024,19.224,230.2
10778,07/07/22 19:58:59,10.836,14.436,310.3
10779,07/07/22 20:03:59,9.612,12.024,332.7
10780,07/07/22 20:08:59,8.424,14.436,329.9
10781,07/07/22 20:13:59,12.024,20.448,304.7
10782,07/07/22 20:18:59,10.836,14.436,306.1
10783,07/07/22 20:23:59,13.212,15.624,314.5
10784,07/07/22 20:28:59,9.612,13.212,314.5
10785,07/07/22 20:33:59,9.612,12.024,315.9
10786,07/07/22 20:38:59,10.836,13.212,315.9
10787,07/07/22 20:43:59,9.612,12.024,318.7
10788,07/07/22 20:48:59,10.836,13.212,321.5
10789,07/07/22 20:53:59,12.024,15.624,314.5
10790,07/07/22 20:58:59,12.024,14.436,299
10791,07/07/22 21:03:59,10.836,13.212,300.4
10792,07/07/22 21:08:59,9.612,13.212,300.4
10793,07/07/22 21:13:59,9.612,12.024,307.5
10794,07/07/22 21:18:59,8.424,12.024,307.5
10795,07/07/22 21:23:59,10.836,15.624,313.1
10796,07/07/22 21:28:59,10.836,14.436,139
10797,07/07/22 21:33:59,9.612,13.212,355.2
10798,07/07/22 21:38:59,9.612,12.024,355.2
10799,07/07/22 21:43:59,8.424,10.836,355.2
10800,07/07/22 21:48:59,10.836,16.848,352.4
10801,07/07/22 21:53:59,9.612,14.436,329.9
10802,07/07/22 21:58:59,10.836,14.436,339.7
10803,07/07/22 22:03:59,12.024,14.436,355.2
10804,07/07/22 22:08:59,13.212,15.624,77.2
10805,07/07/22 22:13:59,13.212,16.848,154.4
10806,07/07/22 22:18:59,12.024,14.436,154.4
10807,07/07/22 22:23:59,9.612,14.436,355.2
10808,07/07/22 22:28:59,12.024,14.436,355.2
10809,07/07/22 22:33:59,13.212,15.624,1.4
10810,07/07/22 22:38:59,14.436,16.848,28.1
10811,07/07/22 22:43:59,13.212,15.624,5.6
10812,07/07/22 22:48:59,14.436,16.848,355.2
10813,07/07/22 22:53:59,13.212,19.224,5.6
10814,07/07/22 22:58:59,13.212,15.624,352.4
10815,07/07/22 23:03:59,12.024,14.436,355.2
10816,07/07/22 23:08:59,12.024,15.624,355.2
10817,07/07/22 23:13:59,13.212,15.624,355.2
10818,07/07/22 23:18:59,13.212,15.624,92.7
10819,07/07/22 23:23:59,14.436,18.036,68.8
10820,07/07/22 23:28:59,18.036,20.448,9.8
10821,07/07/22 23:33:59,16.848,19.224,9.8
10822,07/07/22 23:38:59,16.848,22.86,14
10823,07/07/22 23:43:59,18.036,21.636,19.7
10824,07/07/22 23:48:59,19.224,21.636,16.8
10825,07/07/22 23:53:59,19.224,24.048,21.1
10826,07/07/22 23:58:59,21.636,25.236,26.7
10827,08/07/22 00:03:59,21.636,24.048,23.9
10828,08/07/22 00:08:59,20.448,24.048,18.3
10829,08/07/22 00:13:59,19.224,21.636,22.5
10830,08/07/22 00:18:59,19.224,22.86,39.3
10831,08/07/22 00:23:59,20.448,28.872,19.7
10832,08/07/22 00:28:59,20.448,26.46,39.3
10833,08/07/22 00:33:59,19.224,24.048,37.9
10834,08/07/22 00:38:59,20.448,27.648,37.9
10835,08/07/22 00:43:59,20.448,26.46,32.3
10836,08/07/22 00:48:59,21.636,28.872,44.9
10837,08/07/22 00:53:59,24.048,31.248,44.9
10838,08/07/22 00:58:59,22.86,28.872,46.3
10839,08/07/22 01:03:59,24.048,32.472,39.3
10840,08/07/22 01:08:59,20.448,33.66,39.3
10841,08/07/22 01:13:59,22.86,28.872,44.9
10842,08/07/22 01:18:59,24.048,28.872,44.9
10843,08/07/22 01:23:59,22.86,27.648,43.5
10844,08/07/22 01:28:59,21.636,27.648,47.7
10845,08/07/22 01:33:59,20.448,30.06,44.9
10846,08/07/22 01:38:59,21.636,31.248,49.1
10847,08/07/22 01:43:59,21.636,27.648,49.1
10848,08/07/22 01:48:59,22.86,26.46,47.7
10849,08/07/22 01:53:59,22.86,27.648,50.5
10850,08/07/22 01:58:59,16.848,24.048,53.3
10851,08/07/22 02:03:59,8.424,16.848,44.9
10852,08/07/22 02:08:59,7.2,12.024,47.7
10853,08/07/22 02:13:59,8.424,21.636,49.1
10854,08/07/22 02:18:59,12.024,18.036,54.8
10855,08/07/22 02:23:59,19.224,31.248,51.9
10856,08/07/22 02:28:59,21.636,31.248,51.9
10857,08/07/22 02:33:59,21.636,34.848,47.7
10858,08/07/22 02:38:59,24.048,38.484,54.8
10859,08/07/22 02:43:59,21.636,38.484,44.9
10860,08/07/22 02:48:59,15.624,26.46,49.1
10861,08/07/22 02:53:59,21.636,33.66,53.3
10862,08/07/22 02:58:59,19.224,30.06,50.5
10863,08/07/22 03:03:59,14.436,24.048,43.5
10864,08/07/22 03:08:59,16.848,30.06,30.9
10865,08/07/22 03:13:59,18.036,27.648,39.3
10866,08/07/22 03:18:59,20.448,28.872,28.1
10867,08/07/22 03:23:59,18.036,28.872,49.1
10868,08/07/22 03:28:59,16.848,20.448,42.1
10869,08/07/22 03:33:59,19.224,24.048,40.7
10870,08/07/22 03:38:59,19.224,25.236,16.8
10871,08/07/22 03:43:59,15.624,20.448,9.8
10872,08/07/22 03:48:59,16.848,20.448,2.8
10873,08/07/22 03:53:59,14.436,19.224,68.8
10874,08/07/22 03:58:59,15.624,21.636,54.8
10875,08/07/22 04:03:59,10.836,13.212,154.4
10876,08/07/22 04:08:59,9.612,13.212,154.4
10877,08/07/22 04:13:59,6.012,8.424,154.4
10878,08/07/22 04:18:59,12.024,24.048,212
10879,08/07/22 04:23:59,22.86,30.06,251.3
10880,08/07/22 04:28:59,18.036,26.46,258.3
10881,08/07/22 04:33:59,26.46,33.66,242.9
10882,08/07/22 04:38:59,28.872,38.484,278
10883,08/07/22 04:43:59,24.048,30.06,287.8
10884,08/07/22 04:48:59,22.86,30.06,296.2
10885,08/07/22 04:53:59,26.46,34.848,189.5
10886,08/07/22 04:58:59,26.46,38.484,195.1
10887,08/07/22 05:03:59,18.036,22.86,36.5
10888,08/07/22 05:08:59,13.212,19.224,47.7
10889,08/07/22 05:13:59,15.624,20.448,39.3
10890,08/07/22 05:18:59,16.848,22.86,2.8
10891,08/07/22 05:23:59,14.436,18.036,67.4
10892,08/07/22 05:28:59,12.024,15.624,154.4
10893,08/07/22 05:33:59,15.624,19.224,30.9
10894,08/07/22 05:38:59,13.212,16.848,66
10895,08/07/22 05:43:59,13.212,19.224,46.3
10896,08/07/22 05:48:59,13.212,16.848,51.9
10897,08/07/22 05:53:59,12.024,14.436,42.1
10898,08/07/22 05:58:59,12.024,14.436,42.1
10899,08/07/22 06:03:59,12.024,14.436,50.5
10900,08/07/22 06:08:59,13.212,16.848,33.7
10901,08/07/22 06:13:59,8.424,14.436,47.7
10902,08/07/22 06:18:59,14.436,30.06,154.4
10903,08/07/22 06:23:59,24.048,34.848,258.3
10904,08/07/22 06:28:59,18.036,22.86,307.5
10905,08/07/22 06:33:59,16.848,21.636,307.5
10906,08/07/22 06:38:59,18.036,24.048,287.8
10907,08/07/22 06:43:59,19.224,24.048,331.3
10908,08/07/22 06:48:59,19.224,21.636,1.4
10909,08/07/22 06:53:59,15.624,21.636,0
10910,08/07/22 06:58:59,14.436,16.848,4.2
10911,08/07/22 07:03:59,13.212,14.436,1.4
10912,08/07/22 07:08:59,10.836,13.212,338.3
10913,08/07/22 07:13:59,10.836,14.436,209.2
10914,08/07/22 07:18:59,10.836,14.436,307.5
10915,08/07/22 07:23:59,13.212,22.86,64.6
10916,08/07/22 07:28:59,12.024,16.848,81.4
10917,08/07/22 07:33:59,14.436,18.036,56.2
10918,08/07/22 07:38:59,7.2,13.212,60.4
10919,08/07/22 07:43:59,7.2,10.836,64.6
10920,08/07/22 07:48:59,7.2,12.024,67.4
10921,08/07/22 07:53:59,3.6,6.012,67.4
10922,08/07/22 07:58:59,2.412,4.824,67.4
10923,08/07/22 08:03:59,6.012,7.2,67.4
10924,08/07/22 08:08:59,8.424,12.024,67.4
10925,08/07/22 08:13:59,15.624,21.636,53.3
10926,08/07/22 08:18:59,18.036,21.636,49.1
