T�tulo de trazado: 20682650,,,,
N.�,Fecha,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de R�fagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Direcci�n del viento. � (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
21965,18/11/19 15:42:13,13.212,20.448,256.9
21966,18/11/19 15:43:13,13.212,18.036,234.5
21967,18/11/19 15:44:13,10.836,14.436,230.2
21968,18/11/19 15:45:13,8.424,13.212,262.5
21969,18/11/19 15:46:13,4.824,7.2,262.5
21970,18/11/19 15:47:13,6.012,7.2,247.1
21971,18/11/19 15:48:13,4.824,7.2,261.1
21972,18/11/19 15:49:13,6.012,7.2,249.9
21973,18/11/19 15:50:13,6.012,8.424,210.6
21974,18/11/19 15:51:13,10.836,16.848,212
21975,18/11/19 15:52:13,10.836,12.024,214.8
21976,18/11/19 15:53:13,12.024,14.436,178.3
21977,18/11/19 15:54:13,10.836,13.212,179.7
21978,18/11/19 15:55:13,10.836,16.848,151.6
21979,18/11/19 15:56:13,6.012,10.836,206.4
21980,18/11/19 15:57:13,4.824,6.012,217.6
21981,18/11/19 15:58:13,4.824,6.012,230.2
21982,18/11/19 15:59:13,2.412,6.012,230.2
21983,18/11/19 16:00:13,9.612,10.836,224.6
21984,18/11/19 16:01:13,6.012,8.424,214.8
21985,18/11/19 16:02:13,7.2,10.836,189.5
21986,18/11/19 16:03:13,9.612,12.024,129.2
21987,18/11/19 16:04:13,7.2,9.612,106.7
21988,18/11/19 16:05:13,10.836,14.436,81.4
21989,18/11/19 16:06:13,14.436,20.448,89.9
21990,18/11/19 16:07:13,14.436,18.036,89.9
21991,18/11/19 16:08:13,14.436,19.224,106.7
21992,18/11/19 16:09:13,8.424,15.624,112.3
21993,18/11/19 16:10:13,6.012,8.424,95.5
21994,18/11/19 16:11:13,9.612,14.436,136.2
21995,18/11/19 16:12:13,10.836,14.436,162.9
21996,18/11/19 16:13:13,10.836,14.436,109.5
21997,18/11/19 16:14:13,3.6,6.012,115.1
21998,18/11/19 16:15:13,2.412,4.824,126.4
21999,18/11/19 16:16:13,7.2,9.612,280.8
22000,18/11/19 16:17:13,13.212,20.448,209.2
22001,18/11/19 16:18:13,12.024,19.224,165.7
22002,18/11/19 16:19:13,18.036,26.46,178.3
22003,18/11/19 16:20:13,10.836,16.848,176.9
22004,18/11/19 16:21:13,10.836,14.436,174.1
22005,18/11/19 16:22:13,6.012,10.836,190.9
22006,18/11/19 16:23:13,6.012,10.836,193.7
22007,18/11/19 16:24:13,4.824,8.424,202.2
22008,18/11/19 16:25:13,4.824,6.012,244.3
22009,18/11/19 16:26:13,7.2,8.424,212
22010,18/11/19 16:27:13,8.424,12.024,171.3
22011,18/11/19 16:28:13,10.836,16.848,185.3
22012,18/11/19 16:29:13,9.612,12.024,151.6
22013,18/11/19 16:30:13,12.024,14.436,176.9
22014,18/11/19 16:31:13,9.612,10.836,143.2
22015,18/11/19 16:32:13,6.012,8.424,106.7
22016,18/11/19 16:33:13,8.424,14.436,59
22017,18/11/19 16:34:13,15.624,20.448,21.1
22018,18/11/19 16:35:13,10.836,13.212,8.4
22019,18/11/19 16:36:13,10.836,14.436,22.5
22020,18/11/19 16:37:13,6.012,8.424,70.2
22021,18/11/19 16:38:13,8.424,12.024,91.3
22022,18/11/19 16:39:13,7.2,10.836,113.7
22023,18/11/19 16:40:13,6.012,10.836,106.7
22024,18/11/19 16:41:13,4.824,9.612,115.1
22025,18/11/19 16:42:13,7.2,8.424,99.7
22026,18/11/19 16:43:13,19.224,32.472,77.2
22027,18/11/19 16:44:13,22.86,32.472,77.2
22028,18/11/19 16:45:13,14.436,19.224,108.1
22029,18/11/19 16:46:13,8.424,12.024,87
22030,18/11/19 16:47:13,10.836,16.848,68.8
22031,18/11/19 16:48:13,20.448,36.072,74.4
22032,18/11/19 16:49:13,38.484,56.52,46.3
22033,18/11/19 16:50:13,31.248,40.86,61.8
22034,18/11/19 16:51:13,34.848,44.496,54.8
22035,18/11/19 16:52:13,21.636,32.472,51.9
22036,18/11/19 16:53:13,16.848,26.46,26.7
22037,18/11/19 16:54:13,21.636,26.46,355.2
22038,18/11/19 16:55:13,25.236,36.072,336.9
22039,18/11/19 16:56:13,22.86,30.06,352.4
22040,18/11/19 16:57:13,27.648,34.848,353.8
22041,18/11/19 16:58:13,26.46,31.248,9.8
22042,18/11/19 16:59:13,25.236,32.472,349.6
22043,18/11/19 17:00:13,25.236,33.66,348.2
22044,18/11/19 17:01:13,27.648,38.484,341.2
22045,18/11/19 17:02:13,27.648,38.484,353.8
22046,18/11/19 17:03:13,31.248,36.072,346.8
22047,18/11/19 17:04:13,24.048,31.248,336.9
22048,18/11/19 17:05:13,24.048,30.06,324.3
22049,18/11/19 17:06:13,19.224,27.648,11.2
22050,18/11/19 17:07:13,16.848,22.86,22.5
22051,18/11/19 17:08:13,21.636,27.648,14
22052,18/11/19 17:09:13,25.236,42.084,36.5
22053,18/11/19 17:10:13,43.272,50.508,44.9
22054,18/11/19 17:11:13,46.872,60.12,54.8
22055,18/11/19 17:12:13,44.496,54.108,50.5
22056,18/11/19 17:13:13,37.26,46.872,50.5
22057,18/11/19 17:14:13,36.072,46.872,61.8
22058,18/11/19 17:15:13,19.224,32.472,74.4
22059,18/11/19 17:16:13,13.212,15.624,35.1
22060,18/11/19 17:17:13,12.024,15.624,2.8
22061,18/11/19 17:18:13,15.624,36.072,29.5
22062,18/11/19 17:19:13,24.048,36.072,60.4
22063,18/11/19 17:20:13,20.448,33.66,54.8
22064,18/11/19 17:21:13,24.048,34.848,18.3
22065,18/11/19 17:22:13,28.872,45.684,15.4
22066,18/11/19 17:23:13,30.06,43.272,44.9
22067,18/11/19 17:24:13,31.248,40.86,60.4
22068,18/11/19 17:25:13,24.048,31.248,50.5
22069,18/11/19 17:26:13,24.048,32.472,57.6
22070,18/11/19 17:27:13,22.86,26.46,43.5
22071,18/11/19 17:28:13,28.872,33.66,43.5
22072,18/11/19 17:29:13,30.06,33.66,35.1
22073,18/11/19 17:30:13,27.648,31.248,36.5
22074,18/11/19 17:31:13,24.048,32.472,46.3
22075,18/11/19 17:32:13,25.236,28.872,42.1
22076,18/11/19 17:33:13,21.636,24.048,44.9
22077,18/11/19 17:34:13,30.06,37.26,56.2
22078,18/11/19 17:35:13,26.46,30.06,53.3
22079,18/11/19 17:36:13,32.472,37.26,54.8
22080,18/11/19 17:37:13,24.048,27.648,49.1
22081,18/11/19 17:38:13,30.06,36.072,67.4
22082,18/11/19 17:39:13,25.236,30.06,64.6
22083,18/11/19 17:40:13,24.048,27.648,75.8
22084,18/11/19 17:41:13,19.224,27.648,75.8
22085,18/11/19 17:42:13,28.872,34.848,56.2
22086,18/11/19 17:43:13,30.06,34.848,47.7
22087,18/11/19 17:44:13,26.46,31.248,59
22088,18/11/19 17:45:13,21.636,24.048,56.2
22089,18/11/19 17:46:13,19.224,24.048,56.2
22090,18/11/19 17:47:13,18.036,22.86,60.4
22091,18/11/19 17:48:13,19.224,21.636,51.9
22092,18/11/19 17:49:13,21.636,27.648,49.1
22093,18/11/19 17:50:13,22.86,28.872,51.9
22094,18/11/19 17:51:13,20.448,24.048,61.8
22095,18/11/19 17:52:13,19.224,22.86,61.8
22096,18/11/19 17:53:13,18.036,21.636,77.2
22097,18/11/19 17:54:13,18.036,20.448,63.2
22098,18/11/19 17:55:13,15.624,19.224,53.3
22099,18/11/19 17:56:13,15.624,19.224,54.8
22100,18/11/19 17:57:13,16.848,19.224,56.2
22101,18/11/19 17:58:13,16.848,19.224,51.9
22102,18/11/19 17:59:13,16.848,20.448,59
22103,18/11/19 18:00:13,18.036,22.86,59
22104,18/11/19 18:01:13,20.448,30.06,355.2
22105,18/11/19 18:02:13,18.036,24.048,346.8
22106,18/11/19 18:03:13,24.048,28.872,344
22107,18/11/19 18:04:13,22.86,26.46,348.2
22108,18/11/19 18:05:13,21.636,28.872,341.2
22109,18/11/19 18:06:13,22.86,27.648,339.7
22110,18/11/19 18:07:13,28.872,32.472,341.2
22111,18/11/19 18:08:13,25.236,28.872,342.6
22112,18/11/19 18:09:13,22.86,28.872,2.8
22113,18/11/19 18:10:13,21.636,27.648,349.6
22114,18/11/19 18:11:13,16.848,27.648,348.2
22115,18/11/19 18:12:13,18.036,24.048,12.6
22116,18/11/19 18:13:13,18.036,22.86,352.4
22117,18/11/19 18:14:13,16.848,22.86,341.2
22118,18/11/19 18:15:13,19.224,25.236,342.6
22119,18/11/19 18:16:13,18.036,20.448,321.5
22120,18/11/19 18:17:13,18.036,20.448,303.2
22121,18/11/19 18:18:13,14.436,18.036,322.9
22122,18/11/19 18:19:13,18.036,27.648,322.9
22123,18/11/19 18:20:13,26.46,32.472,338.3
22124,18/11/19 18:21:13,26.46,34.848,348.2
22125,18/11/19 18:22:13,24.048,30.06,349.6
22126,18/11/19 18:23:13,27.648,33.66,328.5
22127,18/11/19 18:24:13,36.072,55.296,339.7
22128,18/11/19 18:25:13,39.672,44.496,336.9
22129,18/11/19 18:26:13,39.672,45.684,344
22130,18/11/19 18:27:13,36.072,42.084,336.9
22131,18/11/19 18:28:13,33.66,39.672,344
22132,18/11/19 18:29:13,36.072,40.86,341.2
22133,18/11/19 18:30:13,33.66,37.26,329.9
22134,18/11/19 18:31:13,34.848,39.672,320.1
22135,18/11/19 18:32:13,28.872,36.072,328.5
22136,18/11/19 18:33:13,30.06,34.848,328.5
22137,18/11/19 18:34:13,30.06,34.848,332.7
22138,18/11/19 18:35:13,31.248,38.484,328.5
22139,18/11/19 18:36:13,33.66,38.484,334.1
22140,18/11/19 18:37:13,34.848,42.084,329.9
22141,18/11/19 18:38:13,30.06,33.66,327.1
22142,18/11/19 18:39:13,34.848,43.272,329.9
22143,18/11/19 18:40:13,42.084,46.872,318.7
22144,18/11/19 18:41:13,37.26,44.496,328.5
22145,18/11/19 18:42:13,36.072,44.496,329.9
22146,18/11/19 18:43:13,34.848,44.496,335.5
22147,18/11/19 18:44:13,34.848,40.86,338.3
22148,18/11/19 18:45:13,38.484,43.272,334.1
22149,18/11/19 18:46:13,40.86,48.096,329.9
22150,18/11/19 18:47:13,39.672,45.684,328.5
22151,18/11/19 18:48:13,38.484,45.684,338.3
22152,18/11/19 18:49:13,39.672,43.272,325.7
22153,18/11/19 18:50:13,34.848,43.272,328.5
22154,18/11/19 18:51:13,32.472,38.484,334.1
22155,18/11/19 18:52:13,31.248,36.072,346.8
22156,18/11/19 18:53:13,28.872,33.66,344
22157,18/11/19 18:54:13,30.06,34.848,336.9
22158,18/11/19 18:55:13,37.26,40.86,339.7
22159,18/11/19 18:56:13,40.86,46.872,345.4
22160,18/11/19 18:57:13,45.684,51.696,342.6
22161,18/11/19 18:58:13,44.496,50.508,335.5
22162,18/11/19 18:59:13,39.672,44.496,335.5
22163,18/11/19 19:00:13,36.072,45.684,334.1
22164,18/11/19 19:01:13,39.672,44.496,331.3
22165,18/11/19 19:02:13,42.084,45.684,332.7
22166,18/11/19 19:03:13,39.672,45.684,327.1
22167,18/11/19 19:04:13,43.272,52.884,334.1
22168,18/11/19 19:05:13,40.86,43.272,334.1
22169,18/11/19 19:06:13,40.86,46.872,334.1
22170,18/11/19 19:07:13,40.86,46.872,334.1
22171,18/11/19 19:08:13,36.072,43.272,329.9
22172,18/11/19 19:09:13,31.248,34.848,336.9
22173,18/11/19 19:10:13,27.648,33.66,335.5
22174,18/11/19 19:11:13,38.484,45.684,332.7
22175,18/11/19 19:12:13,34.848,38.484,327.1
22176,18/11/19 19:13:13,38.484,46.872,331.3
22177,18/11/19 19:14:13,40.86,46.872,325.7
22178,18/11/19 19:15:13,39.672,43.272,332.7
22179,18/11/19 19:16:13,30.06,36.072,329.9
22180,18/11/19 19:17:13,32.472,38.484,328.5
22181,18/11/19 19:18:13,31.248,34.848,336.9
22182,18/11/19 19:19:13,28.872,32.472,342.6
22183,18/11/19 19:20:13,27.648,34.848,334.1
22184,18/11/19 19:21:13,24.048,28.872,335.5
22185,18/11/19 19:22:13,27.648,31.248,344
22186,18/11/19 19:23:13,32.472,38.484,341.2
22187,18/11/19 19:24:13,33.66,40.86,346.8
22188,18/11/19 19:25:13,34.848,40.86,338.3
22189,18/11/19 19:26:13,33.66,38.484,334.1
22190,18/11/19 19:27:13,32.472,37.26,334.1
22191,18/11/19 19:28:13,33.66,37.26,338.3
22192,18/11/19 19:29:13,31.248,34.848,336.9
22193,18/11/19 19:30:13,27.648,32.472,331.3
22194,18/11/19 19:31:13,28.872,33.66,334.1
22195,18/11/19 19:32:13,27.648,33.66,334.1
22196,18/11/19 19:33:13,27.648,33.66,335.5
22197,18/11/19 19:34:13,24.048,28.872,332.7
22198,18/11/19 19:35:13,25.236,27.648,334.1
22199,18/11/19 19:36:13,25.236,28.872,329.9
22200,18/11/19 19:37:13,24.048,27.648,334.1
22201,18/11/19 19:38:13,24.048,28.872,328.5
22202,18/11/19 19:39:13,26.46,30.06,327.1
22203,18/11/19 19:40:13,25.236,27.648,325.7
22204,18/11/19 19:41:13,25.236,28.872,317.3
22205,18/11/19 19:42:13,25.236,28.872,328.5
22206,18/11/19 19:43:13,21.636,25.236,324.3
22207,18/11/19 19:44:13,24.048,27.648,341.2
22208,18/11/19 19:45:13,22.86,26.46,336.9
22209,18/11/19 19:46:13,25.236,31.248,336.9
22210,18/11/19 19:47:13,27.648,30.06,342.6
22211,18/11/19 19:48:13,24.048,26.46,341.2
22212,18/11/19 19:49:13,22.86,30.06,338.3
22213,18/11/19 19:50:13,22.86,27.648,336.9
22214,18/11/19 19:51:13,24.048,31.248,338.3
22215,18/11/19 19:52:13,25.236,27.648,329.9
22216,18/11/19 19:53:13,25.236,28.872,331.3
22217,18/11/19 19:54:13,24.048,26.46,336.9
22218,18/11/19 19:55:13,21.636,25.236,338.3
22219,18/11/19 19:56:13,20.448,22.86,332.7
22220,18/11/19 19:57:13,18.036,21.636,338.3
22221,18/11/19 19:58:13,20.448,24.048,346.8
22222,18/11/19 19:59:13,22.86,25.236,348.2
22223,18/11/19 20:00:13,21.636,22.86,349.6
22224,18/11/19 20:01:13,18.036,20.448,342.6
22225,18/11/19 20:02:13,15.624,20.448,342.6
22226,18/11/19 20:03:13,15.624,18.036,346.8
22227,18/11/19 20:04:13,18.036,20.448,345.4
22228,18/11/19 20:05:13,15.624,16.848,342.6
22229,18/11/19 20:06:13,15.624,18.036,339.7
22230,18/11/19 20:07:13,13.212,14.436,338.3
22231,18/11/19 20:08:13,14.436,18.036,338.3
22232,18/11/19 20:09:13,20.448,24.048,335.5
22233,18/11/19 20:10:13,20.448,22.86,338.3
22234,18/11/19 20:11:13,18.036,21.636,341.2
22235,18/11/19 20:12:13,20.448,21.636,345.4
22236,18/11/19 20:13:13,20.448,21.636,341.2
22237,18/11/19 20:14:13,20.448,22.86,344
22238,18/11/19 20:15:13,18.036,21.636,345.4
22239,18/11/19 20:16:13,19.224,22.86,336.9
22240,18/11/19 20:17:13,19.224,22.86,335.5
22241,18/11/19 20:18:13,20.448,24.048,345.4
22242,18/11/19 20:19:13,19.224,22.86,342.6
22243,18/11/19 20:20:13,18.036,25.236,336.9
22244,18/11/19 20:21:13,18.036,20.448,349.6
22245,18/11/19 20:22:13,19.224,24.048,1.4
22246,18/11/19 20:23:13,20.448,24.048,344
22247,18/11/19 20:24:13,16.848,19.224,324.3
22248,18/11/19 20:25:13,18.036,22.86,341.2
22249,18/11/19 20:26:13,18.036,21.636,348.2
22250,18/11/19 20:27:13,19.224,22.86,353.8
22251,18/11/19 20:28:13,19.224,22.86,355.2
22252,18/11/19 20:29:13,21.636,25.236,351
22253,18/11/19 20:30:13,19.224,22.86,349.6
22254,18/11/19 20:31:13,20.448,25.236,346.8
22255,18/11/19 20:32:13,21.636,24.048,355.2
22256,18/11/19 20:33:13,21.636,22.86,346.8
22257,18/11/19 20:34:13,20.448,21.636,346.8
22258,18/11/19 20:35:13,18.036,22.86,348.2
22259,18/11/19 20:36:13,19.224,24.048,352.4
22260,18/11/19 20:37:13,18.036,24.048,345.4
22261,18/11/19 20:38:13,18.036,21.636,338.3
22262,18/11/19 20:39:13,19.224,21.636,353.8
22263,18/11/19 20:40:13,19.224,21.636,352.4
22264,18/11/19 20:41:13,20.448,24.048,351
22265,18/11/19 20:42:13,19.224,22.86,355.2
22266,18/11/19 20:43:13,18.036,22.86,355.2
22267,18/11/19 20:44:13,18.036,22.86,349.6
22268,18/11/19 20:45:13,19.224,24.048,351
22269,18/11/19 20:46:13,21.636,24.048,353.8
22270,18/11/19 20:47:13,21.636,25.236,355.2
22271,18/11/19 20:48:13,21.636,27.648,353.8
22272,18/11/19 20:49:13,19.224,21.636,352.4
22273,18/11/19 20:50:13,18.036,20.448,352.4
22274,18/11/19 20:51:13,20.448,21.636,355.2
22275,18/11/19 20:52:13,19.224,22.86,352.4
22276,18/11/19 20:53:13,19.224,22.86,351
22277,18/11/19 20:54:13,19.224,21.636,351
22278,18/11/19 20:55:13,20.448,22.86,352.4
22279,18/11/19 20:56:13,18.036,21.636,0
22280,18/11/19 20:57:13,18.036,20.448,8.4
22281,18/11/19 20:58:13,16.848,19.224,355.2
22282,18/11/19 20:59:13,16.848,19.224,1.4
22283,18/11/19 21:00:13,15.624,18.036,355.2
22284,18/11/19 21:01:13,15.624,20.448,352.4
22285,18/11/19 21:02:13,16.848,19.224,1.4
22286,18/11/19 21:03:13,14.436,16.848,74.4
22287,18/11/19 21:04:13,14.436,15.624,74.4
22288,18/11/19 21:05:13,14.436,18.036,12.6
22289,18/11/19 21:06:13,15.624,16.848,95.5
22290,18/11/19 21:07:13,14.436,16.848,74.4
22291,18/11/19 21:08:13,16.848,19.224,5.6
22292,18/11/19 21:09:13,15.624,18.036,4.2
22293,18/11/19 21:10:13,13.212,15.624,7
22294,18/11/19 21:11:13,13.212,15.624,16.8
22295,18/11/19 21:12:13,14.436,16.848,18.3
22296,18/11/19 21:13:13,14.436,16.848,2.8
22297,18/11/19 21:14:13,15.624,19.224,37.9
22298,18/11/19 21:15:13,15.624,18.036,11.2
22299,18/11/19 21:16:13,14.436,16.848,9.8
22300,18/11/19 21:17:13,12.024,13.212,37.9
22301,18/11/19 21:18:13,10.836,12.024,4.2
22302,18/11/19 21:19:13,12.024,13.212,2.8
22303,18/11/19 21:20:13,12.024,14.436,0
22304,18/11/19 21:21:13,10.836,10.836,2.8
22305,18/11/19 21:22:13,8.424,9.612,19.7
22306,18/11/19 21:23:13,9.612,10.836,32.3
22307,18/11/19 21:24:13,7.2,8.424,39.3
22308,18/11/19 21:25:13,7.2,9.612,39.3
22309,18/11/19 21:26:13,8.424,9.612,46.3
22310,18/11/19 21:27:13,10.836,13.212,43.5
22311,18/11/19 21:28:13,13.212,19.224,43.5
22312,18/11/19 21:29:13,15.624,18.036,40.7
22313,18/11/19 21:30:13,13.212,15.624,43.5
22314,18/11/19 21:31:13,10.836,13.212,47.7
22315,18/11/19 21:32:13,12.024,14.436,47.7
22316,18/11/19 21:33:13,14.436,16.848,40.7
22317,18/11/19 21:34:13,13.212,15.624,35.1
22318,18/11/19 21:35:13,14.436,15.624,36.5
22319,18/11/19 21:36:13,15.624,18.036,44.9
22320,18/11/19 21:37:13,14.436,18.036,35.1
22321,18/11/19 21:38:13,15.624,18.036,33.7
22322,18/11/19 21:39:13,18.036,21.636,35.1
22323,18/11/19 21:40:13,18.036,21.636,42.1
22324,18/11/19 21:41:13,16.848,19.224,40.7
22325,18/11/19 21:42:13,16.848,19.224,40.7
22326,18/11/19 21:43:13,16.848,20.448,37.9
22327,18/11/19 21:44:13,15.624,19.224,37.9
22328,18/11/19 21:45:13,14.436,18.036,43.5
22329,18/11/19 21:46:13,15.624,19.224,46.3
22330,18/11/19 21:47:13,15.624,16.848,43.5
22331,18/11/19 21:48:13,15.624,19.224,42.1
22332,18/11/19 21:49:13,15.624,18.036,40.7
22333,18/11/19 21:50:13,15.624,19.224,42.1
22334,18/11/19 21:51:13,15.624,19.224,35.1
22335,18/11/19 21:52:13,18.036,21.636,29.5
22336,18/11/19 21:53:13,16.848,19.224,35.1
22337,18/11/19 21:54:13,18.036,19.224,36.5
22338,18/11/19 21:55:13,19.224,22.86,42.1
22339,18/11/19 21:56:13,20.448,24.048,40.7
22340,18/11/19 21:57:13,22.86,25.236,44.9
22341,18/11/19 21:58:13,25.236,31.248,50.5
22342,18/11/19 21:59:13,27.648,33.66,46.3
22343,18/11/19 22:00:13,28.872,31.248,39.3
22344,18/11/19 22:01:13,26.46,32.472,46.3
22345,18/11/19 22:02:13,22.86,27.648,44.9
22346,18/11/19 22:03:13,30.06,33.66,35.1
22347,18/11/19 22:04:13,31.248,34.848,37.9
22348,18/11/19 22:05:13,30.06,34.848,42.1
22349,18/11/19 22:06:13,30.06,33.66,42.1
22350,18/11/19 22:07:13,27.648,31.248,42.1
22351,18/11/19 22:08:13,30.06,34.848,43.5
22352,18/11/19 22:09:13,27.648,31.248,44.9
22353,18/11/19 22:10:13,27.648,30.06,46.3
22354,18/11/19 22:11:13,25.236,30.06,42.1
22355,18/11/19 22:12:13,27.648,32.472,40.7
22356,18/11/19 22:13:13,26.46,30.06,40.7
22357,18/11/19 22:14:13,26.46,33.66,43.5
22358,18/11/19 22:15:13,28.872,32.472,43.5
22359,18/11/19 22:16:13,30.06,34.848,44.9
22360,18/11/19 22:17:13,27.648,32.472,50.5
22361,18/11/19 22:18:13,28.872,31.248,47.7
22362,18/11/19 22:19:13,27.648,30.06,46.3
22363,18/11/19 22:20:13,27.648,32.472,47.7
22364,18/11/19 22:21:13,27.648,32.472,40.7
22365,18/11/19 22:22:13,31.248,34.848,47.7
22366,18/11/19 22:23:13,28.872,32.472,42.1
22367,18/11/19 22:24:13,30.06,39.672,42.1
22368,18/11/19 22:25:13,33.66,38.484,42.1
22369,18/11/19 22:26:13,34.848,38.484,43.5
22370,18/11/19 22:27:13,31.248,36.072,43.5
22371,18/11/19 22:28:13,27.648,33.66,35.1
22372,18/11/19 22:29:13,25.236,27.648,40.7
22373,18/11/19 22:30:13,24.048,27.648,42.1
22374,18/11/19 22:31:13,25.236,28.872,37.9
22375,18/11/19 22:32:13,25.236,30.06,33.7
22376,18/11/19 22:33:13,25.236,30.06,42.1
22377,18/11/19 22:34:13,24.048,28.872,36.5
22378,18/11/19 22:35:13,24.048,27.648,44.9
22379,18/11/19 22:36:13,27.648,33.66,39.3
22380,18/11/19 22:37:13,26.46,28.872,36.5
22381,18/11/19 22:38:13,25.236,31.248,36.5
22382,18/11/19 22:39:13,31.248,36.072,32.3
22383,18/11/19 22:40:13,24.048,26.46,39.3
22384,18/11/19 22:41:13,25.236,28.872,33.7
22385,18/11/19 22:42:13,20.448,22.86,28.1
22386,18/11/19 22:43:13,22.86,27.648,33.7
22387,18/11/19 22:44:13,25.236,30.06,35.1
22388,18/11/19 22:45:13,25.236,27.648,33.7
22389,18/11/19 22:46:13,24.048,27.648,33.7
22390,18/11/19 22:47:13,21.636,28.872,37.9
22391,18/11/19 22:48:13,21.636,25.236,37.9
22392,18/11/19 22:49:13,20.448,26.46,28.1
22393,18/11/19 22:50:13,24.048,30.06,26.7
22394,18/11/19 22:51:13,21.636,24.048,33.7
22395,18/11/19 22:52:13,21.636,27.648,36.5
22396,18/11/19 22:53:13,21.636,27.648,30.9
22397,18/11/19 22:54:13,20.448,24.048,36.5
22398,18/11/19 22:55:13,22.86,30.06,40.7
22399,18/11/19 22:56:13,22.86,26.46,40.7
22400,18/11/19 22:57:13,22.86,25.236,39.3
22401,18/11/19 22:58:13,20.448,24.048,46.3
22402,18/11/19 22:59:13,19.224,21.636,50.5
22403,18/11/19 23:00:13,20.448,22.86,57.6
22404,18/11/19 23:01:13,20.448,26.46,56.2
22405,18/11/19 23:02:13,18.036,20.448,54.8
22406,18/11/19 23:03:13,16.848,19.224,50.5
22407,18/11/19 23:04:13,16.848,18.036,50.5
22408,18/11/19 23:05:13,15.624,21.636,49.1
22409,18/11/19 23:06:13,16.848,20.448,54.8
22410,18/11/19 23:07:13,16.848,20.448,59
22411,18/11/19 23:08:13,14.436,16.848,63.2
22412,18/11/19 23:09:13,10.836,14.436,74.4
22413,18/11/19 23:10:13,8.424,10.836,96.9
22414,18/11/19 23:11:13,10.836,12.024,108.1
22415,18/11/19 23:12:13,12.024,14.436,103.9
22416,18/11/19 23:13:13,10.836,14.436,115.1
22417,18/11/19 23:14:13,12.024,14.436,109.5
22418,18/11/19 23:15:13,10.836,13.212,120.7
22419,18/11/19 23:16:13,13.212,16.848,123.5
22420,18/11/19 23:17:13,14.436,16.848,123.5
22421,18/11/19 23:18:13,10.836,13.212,122.1
22422,18/11/19 23:19:13,10.836,12.024,122.1
22423,18/11/19 23:20:13,9.612,12.024,126.4
22424,18/11/19 23:21:13,8.424,12.024,120.7
22425,18/11/19 23:22:13,6.012,8.424,130.6
22426,18/11/19 23:23:13,7.2,8.424,141.8
22427,18/11/19 23:24:13,6.012,7.2,143.2
22428,18/11/19 23:25:13,6.012,7.2,143.2
22429,18/11/19 23:26:13,6.012,7.2,143.2
22430,18/11/19 23:27:13,4.824,6.012,143.2
22431,18/11/19 23:28:13,6.012,7.2,141.8
22432,18/11/19 23:29:13,6.012,7.2,153
22433,18/11/19 23:30:13,6.012,8.424,161.5
22434,18/11/19 23:31:13,7.2,8.424,174.1
22435,18/11/19 23:32:13,8.424,9.612,185.3
22436,18/11/19 23:33:13,9.612,12.024,195.1
22437,18/11/19 23:34:13,10.836,13.212,193.7
22438,18/11/19 23:35:13,13.212,15.624,195.1
22439,18/11/19 23:36:13,16.848,22.86,188.1
22440,18/11/19 23:37:13,20.448,25.236,174.1
22441,18/11/19 23:38:13,21.636,25.236,167.1
22442,18/11/19 23:39:13,24.048,31.248,164.3
22443,18/11/19 23:40:13,22.86,30.06,162.9
22444,18/11/19 23:41:13,21.636,26.46,172.7
22445,18/11/19 23:42:13,19.224,21.636,162.9
22446,18/11/19 23:43:13,18.036,19.224,158.6
22447,18/11/19 23:44:13,16.848,21.636,158.6
22448,18/11/19 23:45:13,15.624,19.224,154.4
22449,18/11/19 23:46:13,16.848,19.224,179.7
22450,18/11/19 23:47:13,25.236,31.248,189.5
22451,18/11/19 23:48:13,22.86,32.472,190.9
22452,18/11/19 23:49:13,34.848,45.684,192.3
22453,18/11/19 23:50:13,31.248,38.484,190.9
22454,18/11/19 23:51:13,32.472,37.26,193.7
22455,18/11/19 23:52:13,25.236,28.872,193.7
22456,18/11/19 23:53:13,26.46,36.072,178.3
22457,18/11/19 23:54:13,24.048,30.06,178.3
22458,18/11/19 23:55:13,18.036,22.86,153
22459,18/11/19 23:56:13,14.436,20.448,153
22460,18/11/19 23:57:13,10.836,15.624,165.7
22461,18/11/19 23:58:13,14.436,18.036,161.5
22462,18/11/19 23:59:13,13.212,20.448,172.7
22463,19/11/19 00:00:13,12.024,15.624,172.7
22464,19/11/19 00:01:13,10.836,14.436,167.1
22465,19/11/19 00:02:13,14.436,19.224,172.7
22466,19/11/19 00:03:13,20.448,24.048,179.7
22467,19/11/19 00:04:13,31.248,36.072,188.1
22468,19/11/19 00:05:13,30.06,32.472,181.1
22469,19/11/19 00:06:13,31.248,39.672,176.9
22470,19/11/19 00:07:13,28.872,36.072,178.3
22471,19/11/19 00:08:13,25.236,30.06,185.3
22472,19/11/19 00:09:13,24.048,27.648,182.5
22473,19/11/19 00:10:13,18.036,22.86,176.9
22474,19/11/19 00:11:13,16.848,19.224,189.5
22475,19/11/19 00:12:13,24.048,32.472,185.3
22476,19/11/19 00:13:13,15.624,21.636,168.5
22477,19/11/19 00:14:13,24.048,27.648,186.7
22478,19/11/19 00:15:13,24.048,26.46,181.1
